"PERSONNEL_ID","BEGIN_DATE","END_DATE","CONTRACT_TYPE_ID","CONTRACT_TYPE_NAME","PROBATION","PROBATION_UNIT","CONTRACT_END_DATE","DISEMPLOY_EMPLOYER","DISEMPLOY_EMPLOYEE"
"80002239","20240101","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260731","",""
"10019162","20250801","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20400930"," "," "
"10017127","20201201","99991231","Y2","สัญญาปฏิบัติงาน","","","20301130","",""
"80002240","20231215","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260731","",""
"80003716","20230801","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260731","",""
"10024112","20241001","20260930","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10024408","20241001","20260930","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10018872","20250101","99991231","Y2","สัญญาปฏิบัติงาน","","","20271231","",""
"10018878","20251001","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280930"," "," "
"10026228","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10018921","20210101","99991231","Y2","สัญญาปฏิบัติงาน","","","20460930","",""
"10019031","20221101","99991231","Y2","สัญญาปฏิบัติงาน","","","20440930","",""
"10024488","20241001","20260930","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10026383","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10019158","20231001","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10019160","20240901","99991231","Y2","สัญญาปฏิบัติงาน","","","20270831","",""
"10019161","20230201","99991231","Y2","สัญญาปฏิบัติงาน","","","20440930","",""
"10017567","20210301","99991231","Y2","สัญญาปฏิบัติงาน","","","20310228","",""
"80004765","20250801","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260731"," "," "
"80006158","20250801","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260731"," "," "
"10020441","20251201","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280731"," "," "
"10026266","20260401","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20290331"," "," "
"10018756","20230101","99991231","Y2","สัญญาปฏิบัติงาน","","","20321231","",""
"10018793","20211001","99991231","Y2","สัญญาปฏิบัติงาน","","","20420930","",""
"80005949","20241001","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260930","",""
"80005262","20251001","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261231"," "," "
"80005399","20250401","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260630"," "," "
"10019365","20240301","99991231","Y2","สัญญาปฏิบัติงาน","","","20340228","",""
"10003178","20210301","99991231","Y2","สัญญาปฏิบัติงาน","","","20300930","",""
"10019519","20220901","99991231","Y2","สัญญาปฏิบัติงาน","","","20270831","",""
"10019159","20231001","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10019267","20231201","99991231","Y2","สัญญาปฏิบัติงาน","","","20331130","",""
"10019285","20231201","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"10019319","20231101","99991231","Y2","สัญญาปฏิบัติงาน","","","20281031","",""
"10019366","20240301","99991231","Y2","สัญญาปฏิบัติงาน","","","20340228","",""
"10022656","20250301","99991231","Y2","สัญญาปฏิบัติงาน","","","20281031","",""
"10023893","20260101","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20301231"," "," "
"10017745","20170701","99991231","Y2","สัญญาปฏิบัติงาน","","","20270630","",""
"10019413","20240501","99991231","Y2","สัญญาปฏิบัติงาน","","","20340430","",""
"10023992","20241001","20260930","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10026147","20260201","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20290131"," "," "
"80004754","20240701","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20250630","",""
"80004755","20251001","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261230"," "," "
"10019649","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10019653","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10017230","20211001","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10019765","20241201","99991231","Y2","สัญญาปฏิบัติงาน","","","20341130","",""
"10019768","20241201","99991231","Y2","สัญญาปฏิบัติงาน","","","20341130","",""
"10011221","20161001","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10018042","20251001","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20420930"," "," "
"10019301","20160101","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"10019318","20220401","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"10019393","20220801","99991231","Y2","สัญญาปฏิบัติงาน","","","20420930","",""
"10019395","20230601","20260531","Y2","สัญญาปฏิบัติงาน",""," ","20260531"," "," "
"10019414","20210801","99991231","Y2","สัญญาปฏิบัติงาน","","","20400930","",""
"10020095","20250901","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20350831"," "," "
"10019462","20230801","99991231","Y2","สัญญาปฏิบัติงาน","","","20470930","",""
"10020022","20250701","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20350630"," "," "
"10024107","20241001","20260930","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10019637","20240501","99991231","Y2","สัญญาปฏิบัติงาน","","","20290430","",""
"10019648","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10019650","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10026230","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10026231","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10019810","20250101","99991231","Y2","สัญญาปฏิบัติงาน","","","20290930","",""
"10019941","20240201","99991231","Y2","สัญญาปฏิบัติงาน","","","20380930","",""
"10023300","20250201","99991231","Y2","สัญญาปฏิบัติงาน","","","20300131","",""
"10016439","20201201","99991231","Y2","สัญญาปฏิบัติงาน","","","20301130","",""
"10016494","20200601","99991231","Y2","สัญญาปฏิบัติงาน","","","20300531","",""
"10020320","20240301","99991231","Y2","สัญญาปฏิบัติงาน","","","20300930","",""
"10000398","20251201","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20350930"," "," "
"10026432","20250701","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20260630"," "," "
"10000522","20181101","99991231","Y2","สัญญาปฏิบัติงาน","","","20281031","",""
"10023765","20250201","99991231","Y2","สัญญาปฏิบัติงาน","","","20300131","",""
"10020492","20210801","99991231","Y2","สัญญาปฏิบัติงาน","","","20260731","",""
"10016828","20200901","99991231","Y2","สัญญาปฏิบัติงาน","","","20300831","",""
"10000397","20241201","99991231","Y2","สัญญาปฏิบัติงาน","","","20290930","",""
"10020691","20210901","99991231","Y2","สัญญาปฏิบัติงาน","","","20260831","",""
"10020620","20240501","99991231","Y2","สัญญาปฏิบัติงาน","","","20290430","",""
"10023956","20240701","99991231","Y2","สัญญาปฏิบัติงาน","","","20290630","",""
"10020702","20210901","99991231","Y2","สัญญาปฏิบัติงาน","","","20260831","",""
"10020375","20211201","99991231","Y2","สัญญาปฏิบัติงาน","","","20261130","",""
"10016887","20161001","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10020412","20240201","99991231","Y2","สัญญาปฏิบัติงาน","","","20290131","",""
"10019299","20181201","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"10025890","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10001650","20231201","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"10016750","20200801","99991231","Y2","สัญญาปฏิบัติงาน","","","20300731","",""
"10020538","20220601","99991231","Y2","สัญญาปฏิบัติงาน","","","20270531","",""
"10001679","20111001","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"10015354","20251001","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20410930"," "," "
"10020666","20210801","99991231","Y2","สัญญาปฏิบัติงาน","","","20260701","",""
"10020668","20190101","99991231","Y2","สัญญาปฏิบัติงาน","","","20370930","",""
"10001392","20211001","99991231","Y2","สัญญาปฏิบัติงาน","","","20310930","",""
"10022975","20260301","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20310228"," "," "
"10020736","20251001","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20260930"," "," "
"10001649","20200101","99991231","Y2","สัญญาปฏิบัติงาน","","","20270930","",""
"10001651","20221101","99991231","Y2","สัญญาปฏิบัติงาน","","","20310930","",""
"10020846","20220601","99991231","Y2","สัญญาปฏิบัติงาน","","","20400930","",""
"10001680","20230101","99991231","Y2","สัญญาปฏิบัติงาน","","","20271231","",""
"10020906","20210801","99991231","Y2","สัญญาปฏิบัติงาน","","","20390930","",""
"10021066","20221101","99991231","Y2","สัญญาปฏิบัติงาน","","","20271031","",""
"10025893","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"80007484","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20271031"," "," "
"80007489","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20271031"," "," "
"10000409","20221001","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"10019812","20260101","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20390930"," "," "
"10021705","20240101","99991231","Y2","สัญญาปฏิบัติงาน","","","20490930","",""
"10016492","20200601","99991231","Y2","สัญญาปฏิบัติงาน","","","20300531","",""
"10016495","20200601","99991231","Y2","สัญญาปฏิบัติงาน","","","20300531","",""
"10002349","20250501","99991231","Y2","สัญญาปฏิบัติงาน","","","20350430","",""
"10021142","20220601","99991231","Y2","สัญญาปฏิบัติงาน","","","20270531","",""
"10016253","20231101","99991231","Y2","สัญญาปฏิบัติงาน","","","20331031","",""
"10021266","20230101","99991231","Y2","สัญญาปฏิบัติงาน","","","20271231","",""
"10021493","20230101","99991231","Y2","สัญญาปฏิบัติงาน","","","20271231","",""
"10021408","20210501","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20260430"," "," "
"10021798","20221201","99991231","Y2","สัญญาปฏิบัติงาน","","","20271130","",""
"10021706","20221101","99991231","Y2","สัญญาปฏิบัติงาน","","","20520930","",""
"10022492","20230901","99991231","Y2","สัญญาปฏิบัติงาน","","","20280831","",""
"10022286","20230801","99991231","Y2","สัญญาปฏิบัติงาน","","","20280731","",""
"10020285","20240701","99991231","Y2","สัญญาปฏิบัติงาน","","","20450930","",""
"10022502","20251219","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20271218"," "," "
"10022421","20230801","99991231","Y2","สัญญาปฏิบัติงาน","","","20280731","",""
"10013683","20180401","99991231","Y2","สัญญาปฏิบัติงาน","","","20280331","",""
"10016831","20230101","99991231","Y2","สัญญาปฏิบัติงาน","","","20300831","",""
"10022422","20230801","99991231","Y2","สัญญาปฏิบัติงาน","","","20280731","",""
"10022498","20230901","99991231","Y2","สัญญาปฏิบัติงาน","","","20280831","",""
"80006852","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270430"," "," "
"80006853","20260301","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270228"," "," "
"80006854","20250201","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260531","",""
"80006156","20250801","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260731"," "," "
"10022775","20240501","99991231","Y2","สัญญาปฏิบัติงาน","","","20290430","",""
"80006855","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270131"," "," "
"10022834","20210901","99991231","Y2","สัญญาปฏิบัติงาน","","","20260831","",""
"10022924","20260301","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280229"," "," "
"10001632","20230901","99991231","Y2","สัญญาปฏิบัติงาน","","","20330831","",""
"10022967","20230601","99991231","Y2","สัญญาปฏิบัติงาน","","","20280531","",""
"10023002","20240501","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20260430"," "," "
"10011760","20180701","99991231","Y2","สัญญาปฏิบัติงาน","","","20280630","",""
"10016826","20200901","99991231","Y2","สัญญาปฏิบัติงาน","","","20300831","",""
"10023096","20231201","99991231","Y2","สัญญาปฏิบัติงาน","","","20281130","",""
"10002909","20241101","99991231","Y2","สัญญาปฏิบัติงาน","","","20370930","",""
"10022964","20260401","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10004707","20161001","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10023240","20240201","99991231","Y2","สัญญาปฏิบัติงาน","","","20290131","",""
"10023304","20220601","99991231","Y2","สัญญาปฏิบัติงาน","","","20370930","",""
"80002609","20240805","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20241211","",""
"10023396","20250101","99991231","Y2","สัญญาปฏิบัติงาน","","","20291231","",""
"80007709","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270430"," "," "
"80005909","20260101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20301231"," "," "
"10021244","20220801","99991231","Y2","สัญญาปฏิบัติงาน","","","20270731","",""
"80001567","20250201","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260531","",""
"10023660","20250601","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20300531"," "," "
"10023770","20250801","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20270731"," "," "
"80005950","20260101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20301231"," "," "
"10023957","20260101","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20271231"," "," "
"10023999","20260201","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20310131"," "," "
"10013658","20250101","99991231","Y2","สัญญาปฏิบัติงาน","","","20390930","",""
"80006579","20260101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20301231"," "," "
"10024118","20230501","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20260430"," "," "
"10024124","20230501","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20260430"," "," "
"80006851","20260301","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270228"," "," "
"10024284","20230901","99991231","Y2","สัญญาปฏิบัติงาน","","","20260831","",""
"10024321","20231001","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10024456","20231101","99991231","Y2","สัญญาปฏิบัติงาน","","","20261031","",""
"10024402","20250701","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280630"," "," "
"10023299","20231001","99991231","Y2","สัญญาปฏิบัติงาน","","","20280930","",""
"10024657","20240201","99991231","Y2","สัญญาปฏิบัติงาน","","","20270131","",""
"10020541","20210501","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20260430"," "," "
"10002311","20211001","99991231","Y2","สัญญาปฏิบัติงาน","","","20310930","",""
"10023651","20240101","99991231","Y2","สัญญาปฏิบัติงาน","","","20271231","",""
"10003224","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10023738","20250701","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20300630"," "," "
"80006207","20250701","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260930"," "," "
"10023602","20220401","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"80005326","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270131"," "," "
"10023771","20250801","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20300731"," "," "
"10024696","20240301","99991231","Y2","สัญญาปฏิบัติงาน","","","20270228","",""
"10016420","20250401","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20380930"," "," "
"10002567","20230701","99991231","Y2","สัญญาปฏิบัติงาน","","","20330630","",""
"10001825","20190901","99991231","Y2","สัญญาปฏิบัติงาน","","","20380930","",""
"10024154","20230601","99991231","Y2","สัญญาปฏิบัติงาน","","","20460930","",""
"10024320","20231001","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10024330","20231001","99991231","Y2","สัญญาปฏิบัติงาน","","","20260930","",""
"10024331","20240101","99991231","Y2","สัญญาปฏิบัติงาน","","","20281231","",""
"10024368","20231001","99991231","Y2","สัญญาปฏิบัติงาน","","","20280930","",""
"10003451","20251001","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20350930"," "," "
"10024656","20240201","99991231","Y2","สัญญาปฏิบัติงาน","","","20270131","",""
"10024581","20240101","99991231","Y2","สัญญาปฏิบัติงาน","","","20261231","",""
"10024806","20240501","99991231","Y2","สัญญาปฏิบัติงาน","","","20390930","",""
"10024837","20240601","99991231","Y2","สัญญาปฏิบัติงาน","","","20270531","",""
"10024839","20240601","99991231","Y2","สัญญาปฏิบัติงาน","","","20270531","",""
"10001999","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20320930","",""
"10025061","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20270930","",""
"10003640","20230529","99991231","Y2","สัญญาปฏิบัติงาน","","","20370930","",""
"10002015","20241001","99991231","Y2","สัญญาปฏิบัติงาน","","","20280930","",""
"10003433","20160101","99991231","Y2","สัญญาปฏิบัติงาน","","","20350930","",""
"80000206","20240101","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20241231","",""
"80000620","20220501","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20240430","",""
"80000622","20070712","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20370930","",""
"10025137","20241101","99991231","Y2","สัญญาปฏิบัติงาน","","","20271031","",""
"10001690","20240501","99991231","Y2","สัญญาปฏิบัติงาน","","","20340430","",""
"80000105","20230801","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260731","",""
"80000109","20250815","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20280731"," "," "
"80000120","20250901","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20280731"," "," "
"80001744","20250901","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20251201"," "," "
"10025458","20250501","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280430"," "," "
"80001543","20230401","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20230930","",""
"80001544","20250701","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20251231"," "," "
"80001545","20220801","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20230131","",""
"80001550","20240101","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20241231","",""
"10025505","20250601","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280531"," "," "
"80001595","20241101","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20250430","",""
"80001777","20250601","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260831"," "," "
"80001822","20250501","20260430","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260731"," "," "
"80001867","20200203","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20420930","",""
"80001954","20250701","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20251231"," "," "
"80000501","20220401","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20230331","",""
"80000623","20080601","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20390930","",""
"80001541","20230801","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20240731","",""
"80001691","20240201","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20250731","",""
"80001933","20251201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260301"," "," "
"80002097","20250324","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260630","",""
"80002169","20250324","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260630","",""
"80002173","20250601","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260831"," "," "
"80002176","20221201","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20281130","",""
"80002177","20250301","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20270228","",""
"80002277","20250701","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260930"," "," "
"80002309","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270131"," "," "
"80002311","20250701","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260930"," "," "
"80002346","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270131"," "," "
"80002174","19960301","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260930","",""
"80002175","19960601","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20320930","",""
"10019911","20250901","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20350331"," "," "
"80002245","20250701","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260930"," "," "
"80002292","20250601","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260831"," "," "
"80002308","20250401","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260930"," "," "
"80002500","20250601","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260831"," "," "
"80002347","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270131"," "," "
"80002410","20250501","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260731"," "," "
"80002501","20260401","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270331"," "," "
"10023664","20250601","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20300531"," "," "
"10013593","20250701","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20410930"," "," "
"10026639","20251001","20260531","Y2","สัญญาปฏิบัติงาน",""," ","20260531"," "," "
"10004710","20210501","99991231","Y2","สัญญาปฏิบัติงาน","","","20310430","",""
"10001853","20201001","99991231","Y2","สัญญาปฏิบัติงาน","","","20300930","",""
"80003618","20250301","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260531","",""
"80003620","20250301","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260531","",""
"80003624","20260302","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270301"," "," "
"80003717","20200801","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20230731","",""
"80003820","20250301","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260531","",""
"10000395","20181101","99991231","Y2","สัญญาปฏิบัติงาน","","","20281031","",""
"10004154","20250201","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"80004453","20260201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260430"," "," "
"80004570","20250401","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20270331","",""
"10024784","20240501","99991231","Y2","สัญญาปฏิบัติงาน","","","20290430","",""
"80004748","20250101","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20271231","",""
"80004766","20230801","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20240731","",""
"80004877","20230807","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20231213","",""
"80005338","20250701","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261001"," "," "
"10016754","20200801","99991231","Y2","สัญญาปฏิบัติงาน","","","20300731","",""
"80005411","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270131"," "," "
"80005841","20240101","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20251231","",""
"80005931","20251201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270228"," "," "
"80005972","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270131"," "," "
"80005406","20241101","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260131","",""
"80005410","20251101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270131"," "," "
"80005932","20250201","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260430","",""
"10026616","20251001","99991231","Y1","สัญญาทดลองปฏิบัติงาน","1","ปี","20260930"," "," "
"80004569","20260101","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20281231"," "," "
"80004721","20250301","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260531","",""
"80005398","20250601","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260831"," "," "
"80005842","20240101","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20251231","",""
"80005969","20250701","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20260930"," "," "
"80005975","20240501","99991231","ZZ","ระยะเวลาปฏิบัติงาน","","","20260430","",""
"80006045","20250801","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261031"," "," "
"10025575","20250701","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280630"," "," "
"10024785","20250401","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20300331"," "," "
"10018045","20201001","99991231","Y2","สัญญาปฏิบัติงาน","","","20370930","",""
"10019343","20231101","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10014300","20250201","99991231","Y2","สัญญาปฏิบัติงาน","","","20340930","",""
"10026002","20251201","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20281130"," "," "
"10022367","20230701","99991231","Y2","สัญญาปฏิบัติงาน","","","20280630","",""
"10022423","20230801","99991231","Y2","สัญญาปฏิบัติงาน","","","20280731","",""
"80002223","20251201","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20270228"," "," "
"80007382","20250901","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261130"," "," "
"80007383","20250901","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261130"," "," "
"80007385","20250901","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261130"," "," "
"80007386","20250901","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261130"," "," "
"80007387","20250901","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261130"," "," "
"80007388","20250901","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261130"," "," "
"80007389","20251001","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261230"," "," "
"80007390","20251001","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261230"," "," "
"80007391","20251001","99991231","ZZ","ระยะเวลาปฏิบัติงาน",""," ","20261230"," "," "
"10019411","20240501","99991231","Y2","สัญญาปฏิบัติงาน","","","20340430","",""
"10018992","20230601","99991231","Y2","สัญญาปฏิบัติงาน","","","20330531","",""
"10020048","20250701","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20330930"," "," "
"10026381","20250601","20260430","Y2","สัญญาปฏิบัติงาน",""," ","20260430"," "," "
"10026180","20260201","20270131","Y2","สัญญาปฏิบัติงาน",""," ","20270131"," "," "
"10002127","20161001","99991231","Y2","สัญญาปฏิบัติงาน","","","20330930","",""
"10025491","20260401","20280331","Y2","สัญญาปฏิบัติงาน",""," ","20280331"," "," "
"10021064","20250501","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20300430"," "," "
"10025842","20251001","99991231","Y2","สัญญาปฏิบัติงาน",""," ","20280930"," "," "
"10023070","20250201","99991231","Y2","สัญญาปฏิบัติงาน","","","20300131","",""
"10025321","20250201","99991231","Y2","สัญญาปฏิบัติงาน","","","20280131","",""
"10025442","20260401","20270331","Y2","สัญญาปฏิบัติงาน",""," ","20270331"," "," "
"10019775","20230101","99991231","Y2","สัญญาปฏิบัติงาน","","","20271231","",""
"10019840","20240201","99991231","Y2","สัญญาปฏิบัติงาน","","","20290131","",""
"10020496","20220801","99991231","Y2","สัญญาปฏิบัติงาน","","","20450930","",""
