"PERSONNEL_ID","BEGIN_DATE","END_DATE","POSITIONTYPE_ID","POSITIONTYPE_NAME","POSITIONTYPE_TEXT","FIELDSTUDY","SUBDISCIPLINE_1","SUBDISCIPLINE_2","SUBDISCIPLINE_3","SUBDISCIPLINE_4","SUBDISCIPLINE_5"
"10004061","20080910","20120422","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10004061","20180702","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมโยธา","","","","",""
"10004039","20100405","20150211","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10004039","20150212","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10020038","20160701","20210829","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์"," "," "," "," "," "," "
"10020038","20240902","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมชีวการแพทย์","วิศวกรรมเนื้อเยื่อ"," "," "," "," "
"10020038","20250428","99991231","0001","ตำแหน่งบริหารมีวาระ","รองผู้อำนวยการศูนย์กลางนวัตกรรมแห่งจุฬาลงกรณ์มหาวิทยาลัย"," "," "," "," "," "," "
"10020038","20210830","20240901","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมชีวการแพทย์","วิศวกรรมเนื้อเยื่อ"," "," "," "," "
"10020038","20250428","99991231","0009","ตำแหน่งรักษาการ","ผู้รักษาการแทนผู้อำนวยการฝ่ายบริหารศูนย์กลางนวัตกรรมฯ"," "," "," "," "," "," "
"10019265","20170801","99991231","0002","ตำแหน่งบริหารไม่มีวาระ","หัวหน้าภารกิจเทคโนโลยีสารสนเทศ","","","","","",""
"10004029","20240401","20280331","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมสำรวจ","","","","","",""
"10004029","20220202","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10004029","20121115","20220201","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10018797","20250101","20260930","0001","ตำแหน่งบริหารมีวาระ","รองผู้อำนวยการสำนักงานการทะเบียน"," "," "," "," "," "," "
"10018797","20190530","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมไฟฟ้า"," "," "," "," "," "
"10004693","20110627","20230326","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10004693","20230327","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมเคมี","วิศวกรรมเคมี","","","",""
"10011380","20110620","20141216","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10011380","20141217","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10011957","20150330","20181028","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10011957","20181029","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมวัสดุ","วิศวกรรมโลหการ","","","",""
"10011962","20200825","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมโยธา","","","","",""
"10011962","20110615","20200824","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10023362","20201201","20240310","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์"," "," "," "," "," "," "
"10023362","20240311","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมไฟฟ้า"," "," "," "," "," "
"10011969","20091102","20131001","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10011969","20140629","20180628","0001","ตำแหน่งบริหารมีวาระ","รองผู้อำนวยการสถาบัน","","","","","",""
"10011969","20131002","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10012595","20180320","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10012879","20020102","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10012879","19981225","20020101","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10012954","20140612","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10011385","20091221","20140220","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10011385","20140221","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00040690","20180827","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมไฟฟ้า","","","","",""
"00040690","20240701","20280630","0001","ตำแหน่งบริหารมีวาระ","ผู้ช่วยคณบดีคณะวิศวกรรมศาสตร์","","","","","",""
"10011795","20110601","20180701","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10011795","20180702","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมไฟฟ้า","","","","",""
"10000407","20240501","99991231","0002","ตำแหน่งบริหารไม่มีวาระ","หัวหน้ากลุ่มภารกิจวิจัยและบริการวิชาการ","","","","","",""
"10012865","20021014","20210112","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10012865","19991013","20021013","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10012865","20210113","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมไฟฟ้า","","","","",""
"10013209","20121201","20161130","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชา","","","","","",""
"10013209","20041005","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10013209","20000731","20041004","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10026789","20251201","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์"," "," "," "," "," "," "
"10016816","20181029","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมทรัพยากรธรณี","","","","",""
"10016816","20240701","20280630","0001","ตำแหน่งบริหารมีวาระ","รองคณบดีฝ่ายวางแผนคณะวิศวกรรมศาสตร์","","","","","",""
"10013731","20101229","20140630","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10013731","20140701","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10002767","20170801","99991231","0002","ตำแหน่งบริหารไม่มีวาระ","หัวหน้าภารกิจพัสดุ","","","","","",""
"10013759","20021101","20191010","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10013759","19990420","20021031","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10013759","20191011","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมโยธา","","","","",""
"10013790","20130502","20181029","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10013790","20181030","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมไฟฟ้า","","","","",""
"10013996","20160815","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมเหมืองแร่","","","","",""
"10024902","20250210","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมเครื่องกล","วิศวกรรมเครื่องกลและการออกแบบ"," "," "," "," "
"10024902","20230701","20250209","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์"," "," "," "," "," "," "
"00089005","20240701","20280630","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมไฟฟ้า","","","","","",""
"00089005","20150122","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00089005","20040422","20150121","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00025067","20131001","20160517","0001","ตำแหน่งบริหารมีวาระ","รองคณบดี","","","","","",""
"00025073","20020401","20170115","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00025073","19960614","20020331","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00025073","20170116","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมนิวเคลียร์","","","","",""
"10013663","20170801","99991231","0002","ตำแหน่งบริหารไม่มีวาระ","หัวหน้าภารกิจบริหารและธุรการ","","","","","",""
"10024204","20240821","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมโยธา"," "," "," "," "," "
"10013793","20110302","20180730","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10013793","20180731","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมโยธา","","","","",""
"10014289","20060630","20160522","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10014289","20030502","20060629","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10014289","20160523","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมโยธา","","","","",""
"00026078","19830808","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์","","","","","",""
"00027006","20020807","20060807","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00027006","20060808","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00027039","20001113","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00027039","19930427","20001112","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00027017","19861230","19961226","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00027017","20110331","20150330","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชา","","","","","",""
"00027017","19961227","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10015213","20180320","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมชีวการแพทย์","","","","",""
"00029046","20001019","20050608","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00029046","20050609","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10015147","20140709","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10025991","20241201","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์","","","","","",""
"00032050","20060726","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","การสอนภาษาอังกฤษ","","","","",""
"10025574","20250715","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมโยธา"," "," "," "," "," "
"10025574","20240701","20250714","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์"," "," "," "," "," "," "
"00033043","20000330","20030526","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00033043","20120701","20160630","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชา","","","","","",""
"00033043","20030527","20091207","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00033043","20091208","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","","","","","",""
"00033047","19960524","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10025684","20240801","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์","","","","","",""
"10015762","20160501","20200430","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมอุตสาหการ","","","","","",""
"10015762","20041020","20141111","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10015762","20141112","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10015762","20200501","20230731","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมอุตสาหการ","","","","","",""
"00033074","20060809","20220202","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00033074","19990630","20060808","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00033074","20220203","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมคอมพิวเตอร์","","","","",""
"00032031","20181226","20221225","0001","ตำแหน่งบริหารมีวาระ","รองผู้อำนวยการสถาบันไทยศึกษา","","","","","",""
"00032031","20141226","20181225","0001","ตำแหน่งบริหารมีวาระ","รองผู้อำนวยการสถาบัน","","","","","",""
"00032031","20060922","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10017017","20231001","99991231","0002","ตำแหน่งบริหารไม่มีวาระ","หัวหน้าภารกิจบริหารการศึกษา","","","","","",""
"10025768","20240901","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์","","","","","",""
"00034014","20120823","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00034014","20050429","20120822","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00034031","19960607","20021031","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00034031","20120716","20140628","0001","ตำแหน่งบริหารมีวาระ","รองผู้อำนวยการสถาบัน","","","","","",""
"00034031","20021101","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10021389","20240701","20280630","0001","ตำแหน่งบริหารมีวาระ","ผู้ช่วยคณบดีคณะวิศวกรรมศาสตร์","","","","","",""
"10021389","20181001","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์","","","","","",""
"00033055","20081215","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10016435","20140129","20180909","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10016435","20180910","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมอุตสาหการ","","","","",""
"00034153","19961202","20050713","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00034153","20050714","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00034157","20230526","20270525","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมคอมพิวเตอร์","","","","","",""
"00034157","20230501","20230525","0009","ตำแหน่งรักษาการ","รักษาการแทนหัวหน้าภาควิชาวิศวกรรมคอมพิวเตอร์","","","","","",""
"00034157","20190501","20230430","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมคอมพิวเตอร์","","","","","",""
"00034157","20060529","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00034175","19970113","20000419","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมอุตสาหการ","","","","",""
"00034175","20000420","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10016348","20141007","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10016351","20181031","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมอุตสาหการ","","","","",""
"10016351","20140611","20181030","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00034108","19990526","20040311","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00034108","20040312","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10016484","20181001","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมเคมี","","","","",""
"00034120","20060914","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00034120","20010928","20060913","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00034121","19910725","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์","","","","","",""
"00034127","20091001","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00034136","20230801","20270731","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมอุตสาหการ","","","","","",""
"00034136","20180723","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมอุตสาหการ","","","","",""
"10016553","20180921","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมโยธา","","","","",""
"10024119","20250314","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมสำรวจและขนส่ง","วิศวกรรมสำรวจ"," "," "," "," "
"00035024","20051028","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00035024","20021018","20051027","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00035050","19920401","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์","","","","","",""
"10016781","20140110","20180409","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10016781","20180410","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมทรัพยากรธรณีและเหมืองแร่","","","","",""
"00035055","20050401","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00035055","20220722","20260721","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมโลหการ","","","","","",""
"00035078","20060903","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10016881","20120319","20150324","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10016881","20150325","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00035023","20030110","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00035023","19981217","20030109","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00035056","20020918","20060619","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00035056","20151116","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","","","","","",""
"00035056","20060620","20151115","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00035081","20010401","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00036110","19930722","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์","","","","","",""
"00036074","20230717","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมเคมี","","","","",""
"00036074","19930603","20230716","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์","","","","","",""
"10017086","20150402","20180610","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10017086","20180611","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมคอมพิวเตอร์","","","","",""
"10016878","20160701","20200630","0001","ตำแหน่งบริหารมีวาระ","คณบดี","","","","","",""
"10016878","20000711","20030804","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10016878","20170901","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมโยธา","","","","",""
"10016878","20200701","20240630","0001","ตำแหน่งบริหารมีวาระ","คณบดีคณะวิศวกรรมศาสตร์","","","","","",""
"10016878","20030805","20170831","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10016885","20130923","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10016885","20080417","20130922","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00036125","19931001","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","อาจารย์","","","","","",""
"10017225","20120630","20160629","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชา","","","","","",""
"10017225","20010607","20130606","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"10017225","19980424","20010606","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10017225","20130607","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","","","","","",""
"00036042","20160527","20200517","0001","ตำแหน่งบริหารมีวาระ","รองอธิการบดี","","","","","",""
"00036042","19961025","20010717","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00036042","20160721","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมโยธา","","","","",""
"00036042","20200701","20240630","0001","ตำแหน่งบริหารมีวาระ","หัวหน้าภาควิชาวิศวกรรมโยธา","","","","","",""
"00036042","20010718","20160720","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมโยธา","","","","",""
"00036111","20001212","20031224","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00036111","20060928","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","","","","","",""
"00036111","20031225","20060927","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00036112","20200701","20220930","0001","ตำแหน่งบริหารมีวาระ","รองคณบดีฝ่ายวิชาการคณะวิศวกรรมศาสตร์","","","","","",""
"00036112","20160701","20200630","0001","ตำแหน่งบริหารมีวาระ","รองคณบดี","","","","","",""
"00036112","19951024","19990719","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","วิศวกรรมเคมี","","","","",""
"00036112","20180823","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ศาสตราจารย์","วิศวกรรมเคมี","","","","",""
"00036112","19990720","20180822","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00037076","20041123","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"00036228","20110624","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","","","","","",""
"00036228","20031107","20110623","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10017224","20030728","20181028","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","ผู้ช่วยศาสตราจารย์","","","","","",""
"10017224","20181029","99991231","0004","ตำแหน่งวิชาการกลุ่มอาจารย์ประจำ","รองศาสตราจารย์","วิศวกรรมไฟฟ้า","","","","",""
