"PERSONNEL_ID","BEGIN_DATE","END_DATE","STATUS_ID","STATUS_NAME","ACTION_ID","ACTION_NAME","REASON_ID","REASON_NAME","MODIFY_USER"
"80007149","20250701","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","BSIRADA"
"80007150","20250701","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","BSIRADA"
"80007151","20250701","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","BSIRADA"
"80007152","20250701","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","BSIRADA"
"80007153","20250701","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","BSIRADA"
"80007154","20250701","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","BSIRADA"
"80007155","20250701","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","BSIRADA"
"80007156","20250801","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","BSIRADA"
"80006758","20241101","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80006759","20241101","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80006760","20241101","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"10026143","20260201","99991231","3","พนักงานปกติ","W0","การประเมินต่อสัญญาจ้าง","05","ปรับเงินครบทดลองงาน(สัญญา1ปี)","0100PAA104"
"00038241","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"80000218","20191001","99991231","1","ไม่ใช้งาน","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10002763","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"80006879","20250324","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80006880","20250324","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"10026571","20250901","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10026576","20250901","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10026603","20251001","20260930","3","พนักงานปกติ","Z1","จ้างงาน-ไม่ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"80007448","20251101","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80007449","20251101","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80007450","20251101","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80007451","20251101","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80007452","20251101","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80007453","20251101","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"10021501","20260301","99991231","3","พนักงานปกติ","Z5","เปลี่ยนสัญญา(ลาออกบรรจุกลับ)","05","เปลี่ยนสัญญา (นับอายุงาน)","0100PAA104"
"00042010","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00040548","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"80006390","20240901","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR03"
"80006391","20240901","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR03"
"80006392","20240901","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR03"
"10000393","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10026074","20260101","99991231","3","พนักงานปกติ","W0","การประเมินต่อสัญญาจ้าง","05","ปรับเงินครบทดลองงาน(สัญญา1ปี)","0100PAA104"
"10026075","20260101","99991231","3","พนักงานปกติ","W0","การประเมินต่อสัญญาจ้าง","05","ปรับเงินครบทดลองงาน(สัญญา1ปี)","0100PAA104"
"10003091","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10020283","20251101","99991231","3","พนักงานปกติ","W0","การประเมินต่อสัญญาจ้าง","01","ต่อสัญญาปฏิบัติงาน","0100PAA104"
"10026609","20251001","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10026179","20260201","20270131","3","พนักงานปกติ","Z5","เปลี่ยนสัญญา(ลาออกบรรจุกลับ)","02","จ้างงานใหม่-พนักงานวิสามัญ","0100PAA104"
"10026649","20251001","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10017130","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00031010","20251001","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","03","เกษียณอายุ","0100PAA104"
"10026745","20251101","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10025894","20241001","20260930","3","พนักงานปกติ","Z1","จ้างงาน-ไม่ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10025895","20241001","20260930","3","พนักงานปกติ","Z1","จ้างงาน-ไม่ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10024199","20260105","99991231","3","พนักงานปกติ","Z4","กลับจากการลา","06","ลาฝึกอบรมต่างประเทศ","0100TM01"
"10024735","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"80007517","20260105","99991231","1","ไม่ใช้งาน","ZV","แต่งตั้งผ่านระบบอ.พิเศษ"," "," ","RPA01"
"80007906","20260105","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","02","แต่งตั้งผ่านระบบอ.พิเศษ","RPA01"
"10026912","20260301","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10026913","20260301","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"80002291","20220301","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","0100PAA104"
"80006814","20260301","99991231","1","ไม่ใช้งาน","X3","การย้าย/เปลี่ยนตำแหน่ง"," "," ","0100PAA101"
"10026939","20260101","20260430","3","พนักงานปกติ","Z1","จ้างงาน-ไม่ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10026940","20260101","20260430","3","พนักงานปกติ","Z1","จ้างงาน-ไม่ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10026941","20260101","20260430","3","พนักงานปกติ","Z1","จ้างงาน-ไม่ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10026942","20260101","20260430","3","พนักงานปกติ","Z1","จ้างงาน-ไม่ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10024836","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002025","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10026304","20260105","99991231","3","พนักงานปกติ","X7","บันทึกตน.บริหาร ผู้บริหาร ฯลฯ"," "," ","0100OM01"
"10017569","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10024950","20260101","99991231","3","พนักงานปกติ","X2","เปลี่ยนสัญญา(ปรับวุฒิ/ตำแหน่ง)","04","เข้าสู่ตำแหน่ง-อ.เข้าสู่ผ.ศ.","0100PAA104"
"10026778","20251201","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10026790","20251201","20261130","3","พนักงานปกติ","Z1","จ้างงาน-ไม่ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"80007711","20251101","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"10002061","20260401","99991231","3","พนักงานปกติ","X7","บันทึกตน.บริหาร ผู้บริหาร ฯลฯ"," "," ","0100OM01"
"80001931","20260101","99991231","1","ไม่ใช้งาน","X3","การย้าย/เปลี่ยนตำแหน่ง"," "," ","0100PAA101"
"80007840","20260201","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80007841","20260201","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"10000408","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10026428","20250701","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10026430","20250701","99991231","3","พนักงานปกติ","Z1","จ้างงาน-ไม่ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10025012","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10026359","20250601","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"80006991","20250501","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80006992","20250501","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"10026820","20260101","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10024584","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"80007842","20260401","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"10023929","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10026847","20260101","20261231","3","พนักงานปกติ","Z1","จ้างงาน-ไม่ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"00038419","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"00032103","20251001","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","03","เกษียณอายุ","0100PAA104"
"10002815","20260301","99991231","3","พนักงานปกติ","V1","บันทึกการลา(ที่ต้องออกคำสั่ง)"," "," ","0100TM01"
"80007800","20260115","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"10025764","20250901","99991231","3","พนักงานปกติ","W0","การประเมินต่อสัญญาจ้าง","05","ปรับเงินครบทดลองงาน(สัญญา1ปี)","0100PAA104"
"80007816","20260102","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80007817","20260302","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80007818","20260302","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80007000","20250601","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"80007820","20260401","99991231","1","ไม่ใช้งาน","ZW","จ้างงาน-บุคคลภายนอก","01","บรรจุ/จ้าง","2100HR01"
"10004087","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00033029","20251001","99991231","2","พนักงานเกษียณอายุ","Y8","เกษียณอายุราชการ(บำนาญ)","03","เกษียณอายุ","0100PAA104"
"10015468","20251115","99991231","3","พนักงานปกติ","X8","บันทึกการออกจากวาระตำแหน่ง"," "," ","0100OM01"
"10000417","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00012039","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00041033","20241001","99991231","2","พนักงานเกษียณอายุ","Y1","เกษียณอายุ(บำเหน็จรายเดือน)","03","เกษียณอายุ","0100PAA104"
"00010002","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10002442","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10000403","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00014129","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00012088","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00012089","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00012090","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00012092","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00012096","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00012102","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10003551","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002306","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10001868","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002968","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10003408","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10001301","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002101","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00006039","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10002110","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00008040","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00008041","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10002351","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002732","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002734","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00012079","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10003090","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00008022","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10002124","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002336","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00008042","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00008043","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10002125","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00009018","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00011027","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00011030","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10001698","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002341","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002344","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002060","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002128","20251124","99991231","3","พนักงานปกติ","Z4","กลับจากการลา","06","ลาฝึกอบรมต่างประเทศ","0100TM01"
"10002384","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00011008","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00011010","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10001901","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002765","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00036376","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA103"
"10026821","20260101","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10026822","20260101","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"10003163","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10003705","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10003693","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10003836","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10003182","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00013112","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10025754","20250901","99991231","3","พนักงานปกติ","W0","การประเมินต่อสัญญาจ้าง","05","ปรับเงินครบทดลองงาน(สัญญา1ปี)","0100PAA104"
"10003226","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00014041","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00014107","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00013011","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00013013","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10003516","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00005020","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00013041","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00013060","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00037214","20211001","99991231","2","พนักงานเกษียณอายุ","Y1","เกษียณอายุ(บำเหน็จรายเดือน)","03","เกษียณอายุ","0100PAA104"
"00013142","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10002345","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00013147","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10001994","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002355","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002731","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10026303","20250501","99991231","3","พนักงานปกติ","Z0","จ้างงาน-ผ่านการสรรหา","01","บรรจุ/จ้าง","0100PAA104"
"00005033","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00006004","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10002014","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002585","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00006018","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00006019","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00006020","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10003176","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002239","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10004011","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002269","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002383","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002385","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002305","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002307","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00003017","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00003042","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00004011","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00004044","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10001817","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00041280","20260401","99991231","3","พนักงานปกติ","XA","เลื่อนเงินเดือน"," "," ","0100PAA108"
"10001869","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10019274","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"00007015","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"00007016","20191001","99991231","2","พนักงานเกษียณอายุ","V0","ปรับปรุงข้อมูลกำหนดทางองค์กร","","","IAM-HR04"
"10001998","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10002001","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
"10001105","20251001","99991231","3","พนักงานปกติ","W1","การประเมินปรับเงินเดือน","01","ปรับเงินประจำปี","0100PAA101"
